templates,used_attributes
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-PTS_QTR4 - HOME-TEAM-FG_PCT ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-PTS_QTR3 - VIS-TEAM-REB ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR4', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-PTS_QTR3', 'VIS-TEAM-REB', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-PTS_QTR4 - HOME-TEAM-FG_PCT ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME 's starting frontcourt was also strong in the winning effort .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR4', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-PTS_QTR4 - HOME-TEAM-FG_PCT ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME have now won 8 of The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-PTS_QTR4 - HOME-TEAM-FG_PCT ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME last VIS-TEAM-STANDING games and will travel to VIS-NEXT-STATE VIS-NEXT-DAYNAME to take on the VIS-NEXT-HOME-TEAM .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR4', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR4', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-STANDING', 'VIS-NEXT-STATE', 'VIS-NEXT-DAYNAME', 'VIS-NEXT-HOME-TEAM']"
The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-FTM - VIS-TEAM-REB ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-PTS_QTR1 - VIS-TEAM-PTS_QTR2 ) HOME-TEAM-PTS - VIS-TEAM-PTS on DAYNAME at the STADIUM in HOME-TEAM-PLACE .,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-FTM', 'VIS-TEAM-REB', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR1', 'VIS-TEAM-PTS_QTR2', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME', 'STADIUM', 'HOME-TEAM-PLACE']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-FTA - VIS-TEAM-LOSSES ) helped The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-FTA - VIS-TEAM-LOSSES ) playoff chances with a VIS-TEAM-PTS - HOME-TEAM-PTS win over the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) , snapping a 5 - game losing streak .","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FTA', 'VIS-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FTA', 'VIS-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-FTA - VIS-TEAM-LOSSES ) converted just VIS-TEAM-FG3M - of - VIS-TEAM-FG3A 3 - pointers .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FTA', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG3M', 'VIS-TEAM-FG3A']"
The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( HOME-TEAM-PTS_QTR1 - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS on DAYNAME in HOME-TEAM-PLACE .,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-PTS_QTR1', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME', 'HOME-TEAM-PLACE']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-REB - HOME-TEAM-FG3_PCT ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME in HOME-TEAM-PLACE .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-REB', 'HOME-TEAM-FG3_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME', 'HOME-TEAM-PLACE']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-REB - HOME-TEAM-FG3_PCT ) were without All-Star point guard John Wall ( rest ) , but The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-REB - HOME-TEAM-FG3_PCT ) still VIS-WINNER issue dealing with the HOME-TEAM-NAME .","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-REB', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-REB', 'HOME-TEAM-FG3_PCT', 'VIS-WINNER', 'HOME-TEAM-NAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-FGM ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-TOV - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME at the STADIUM in HOME-TEAM-PLACE .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-FGM', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-TOV', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME', 'STADIUM', 'HOME-TEAM-PLACE']"
The VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) defeated the HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-WINS ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME night for the second time this season .,"['VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME']"
The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - VIS-TEAM-FG3M ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS on DAYNAME at the STADIUM in HOME-TEAM-PLACE .,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-FG3M', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME', 'STADIUM', 'HOME-TEAM-PLACE']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-FTM - VIS-TEAM-LOSSES ) went on the road and knocked off the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-WINS ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME night at the STADIUM .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FTM', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME', 'STADIUM']"
The HOME-TEAM-NAME ( HOME-TEAM-LOSSES - HOME-TEAM-LOSSES ) handled the VIS-TEAM-NAME ( HOME-TEAM-FG3M - HOME-TEAM-FG3M ) HOME-TEAM-PTS - VIS-TEAM-PTS on DAYNAME night in HOME-TEAM-PLACE .,"['HOME-TEAM-NAME', 'HOME-TEAM-LOSSES', 'HOME-TEAM-LOSSES', 'VIS-TEAM-NAME', 'HOME-TEAM-FG3M', 'HOME-TEAM-FG3M', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME', 'HOME-TEAM-PLACE']"
"The HOME-TEAM-NAME ( HOME-TEAM-LOSSES - HOME-TEAM-LOSSES ) handled the VIS-TEAM-NAME ( HOME-TEAM-FG3M - HOME-TEAM-FG3M ) HOME-TEAM-PTS - VIS-TEAM-PTS on DAYNAME night in HOME-TEAM-PLACE were led by an unlikely face in HOME-LEADER_FIRST_NAME HOME-LEADER_SECOND_NAME , who scored a season - high VIS-TEAM-PTS_QTR2 points ( VIS-TEAM-FG3M - 8 FG , 4 - 5 3Pt ) in HOME-TEAM-TOV minutes .","['HOME-TEAM-NAME', 'HOME-TEAM-LOSSES', 'HOME-TEAM-LOSSES', 'VIS-TEAM-NAME', 'HOME-TEAM-FG3M', 'HOME-TEAM-FG3M', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME', 'HOME-TEAM-PLACE', 'HOME-LEADER_FIRST_NAME', 'HOME-LEADER_SECOND_NAME', 'VIS-TEAM-PTS_QTR2', 'VIS-TEAM-FG3M', 'HOME-TEAM-TOV']"
The HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-TOV - VIS-TEAM-TOV ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - HOME-TEAM-FG3M ) HOME-TEAM-PTS - VIS-TEAM-PTS on DAYNAME .,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-TOV', 'VIS-TEAM-TOV', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-FG3M', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-FTM ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-FTM', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( HOME-TEAM-PTS_QTR4 - VIS-TEAM-LOSSES ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-FTM - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-PTS_QTR4', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-FTM', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - HOME-TEAM-PTS_QTR1 ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-WINS ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME at the STADIUM in HOME-TEAM-PLACE .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-PTS_QTR1', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME', 'STADIUM', 'HOME-TEAM-PLACE']"
"Despite the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-WINS ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME finishing the third quarter up 68 - 66 , The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - HOME-TEAM-PTS_QTR1 ) were able to out - score HOME-TEAM-PLACE VIS-TEAM-PTS_QTR4 - VIS-TEAM-PTS_QTR1 in the final quarter to secure a close 3 - point victory in a tough conference road game .","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-PTS_QTR1', 'HOME-TEAM-PLACE', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-PTS_QTR1']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( HOME-TEAM-PTS_QTR1 - VIS-TEAM-LOSSES ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-WINS ) VIS-TEAM-PTS - HOME-TEAM-PTS DAYNAME at the STADIUM .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-PTS_QTR1', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME', 'STADIUM']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - VIS-TEAM-PTS_QTR2 ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( HOME-TEAM-FG3A - VIS-TEAM-LOSSES ) , HOME-TEAM-PTS - VIS-TEAM-PTS .","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS_QTR2', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-FG3A', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS']"
The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - VIS-TEAM-PTS_QTR2 ) shot HOME-TEAM-FG3M - of - HOME-TEAM-FG3A from behind the 3 - point line .,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS_QTR2', 'HOME-TEAM-FG3M', 'HOME-TEAM-FG3A']"
The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - VIS-TEAM-PTS_QTR2 ) travel to HOME-NEXT-CITY for a game HOME-NEXT-DAYNAME .,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS_QTR2', 'HOME-NEXT-CITY', 'HOME-NEXT-DAYNAME']"
the HOME-TEAM-NAME ' .,['HOME-TEAM-NAME']
The HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-PTS_QTR2 ) held off the VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS at the Bradley Center on DAYNAME night .,"['HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-PTS_QTR2', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-PTS_QTR1 ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS in HOME-TEAM-PLACE on DAYNAME .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-PTS_QTR1', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-PLACE', 'DAYNAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - HOME-TEAM-PTS_QTR4 ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on DAYNAME at the STADIUM in HOME-TEAM-PLACE .,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-PTS_QTR4', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'DAYNAME', 'STADIUM', 'HOME-TEAM-PLACE']"
"the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) , on the other hand , are currently the sixth projected playoff seed in the East .","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES']"
The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS on DAYNAME at the STADIUM in HOME-TEAM-PLACE .,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'DAYNAME', 'STADIUM', 'HOME-TEAM-PLACE']"
