The Philadelphia 76ers ( 2 - 1 ) defeated the Orlando Magic ( 1 - 2 ) 116 - 115 . Joel Embiid scored 32 points ( 13 - 26 FG , 3 - 5 3Pt , 3 - 4 FT ) to go with 10 rebounds . Evan Fournier scored 31 points ( 12 - 23 FG , 6 - 10 3Pt , 1 - 1 FT ) to go with 4 rebounds . JJ Redick scored 31 points ( 10 - 20 FG , 8 - 13 3Pt , 3 - 3 FT ) to go with 4 rebounds . Nikola Vucevic scored 27 points ( 10 - 15 FG , 4 - 4 3Pt , 3 - 3 FT ) to go with 13 rebounds . Aaron Gordon scored 20 points ( 7 - 12 FG , 0 - 1 3Pt , 6 - 9 FT ) to go with 12 rebounds . Terrence Ross scored 15 points ( 5 - 14 FG , 3 - 5 3Pt , 2 - 2 FT ) to go with 4 rebounds . The Magic ' next game will be at home against the Dallas Mavericks , while the 76ers will travel to play the Bulls .
The Memphis Grizzlies ( 8 - 5 ) defeated the Milwaukee Bucks ( 10 - 4 ) 116 - 113 . Giannis Antetokounmpo scored 31 points ( 10 - 14 FG , 0 - 2 3Pt , 11 - 12 FT ) to go with 9 rebounds . Marc Gasol scored 29 points ( 10 - 18 FG , 6 - 12 3Pt , 3 - 5 FT ) to go with 5 rebounds . Mike Conley scored 26 points ( 9 - 16 FG , 2 - 6 3Pt , 6 - 8 FT ) to go with 2 rebounds . Khris Middleton scored 25 points ( 8 - 16 FG , 2 - 7 3Pt , 7 - 7 FT ) to go with 5 rebounds . Pat Connaughton scored 16 points ( 6 - 9 FG , 2 - 5 3Pt , 2 - 4 FT ) to go with 6 rebounds . Eric Bledsoe scored 15 points ( 6 - 11 FG , 1 - 3 3Pt , 2 - 4 FT ) to go with 6 rebounds . The Grizzlies ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 11 - 4 ) defeated the Chicago Bulls ( 4 - 12 ) 123 - 104 . Eric Bledsoe scored 25 points ( 10 - 13 FG , 3 - 5 3Pt , 2 - 3 FT ) to go with 4 rebounds . Khris Middleton scored 23 points ( 9 - 15 FG , 2 - 6 3Pt , 3 - 3 FT ) to go with 10 rebounds . Giannis Antetokounmpo scored 23 points ( 8 - 15 FG , 2 - 4 3Pt , 5 - 9 FT ) to go with 13 rebounds . Jabari Parker scored 21 points ( 9 - 19 FG , 3 - 6 3Pt , 0 - 0 FT ) to go with 8 rebounds . Justin Holiday scored 20 points ( 7 - 12 FG , 6 - 9 3Pt , 0 - 0 FT ) to go with 3 rebounds . Antonio Blakeney scored 18 points ( 8 - 14 FG , 2 - 4 3Pt , 0 - 0 FT ) to go with 2 rebounds . The Bulls ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 12 - 4 ) defeated the Denver Nuggets ( 10 - 7 ) 104 - 98 . Giannis Antetokounmpo scored 29 points ( 13 - 25 FG , 0 - 6 3Pt , 3 - 6 FT ) to go with 12 rebounds . Eric Bledsoe scored 23 points ( 8 - 10 FG , 3 - 4 3Pt , 4 - 9 FT ) to go with 5 rebounds . Nikola Jokic scored 20 points ( 8 - 18 FG , 3 - 8 3Pt , 1 - 1 FT ) to go with 5 rebounds . Jamal Murray scored 17 points ( 7 - 14 FG , 2 - 5 3Pt , 1 - 2 FT ) to go with 8 rebounds . Gary Harris scored 14 points ( 6 - 16 FG , 2 - 6 3Pt , 0 - 0 FT ) to go with 0 rebounds . Khris Middleton scored 13 points ( 4 - 15 FG , 1 - 8 3Pt , 4 - 4 FT ) to go with 6 rebounds . The Nuggets ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 18 - 8 ) defeated the Cleveland Cavaliers ( 6 - 21 ) 108 - 92 . Eric Bledsoe scored 20 points ( 8 - 15 FG , 4 - 5 3Pt , 0 - 0 FT ) to go with 12 rebounds . Malcolm Brogdon scored 18 points ( 8 - 12 FG , 1 - 3 3Pt , 1 - 1 FT ) to go with 5 rebounds . Larry Nance Jr. scored 16 points ( 8 - 12 FG , 0 - 1 3Pt , 0 - 1 FT ) to go with 6 rebounds . Khris Middleton scored 16 points ( 5 - 16 FG , 2 - 5 3Pt , 4 - 4 FT ) to go with 7 rebounds . Collin Sexton scored 15 points ( 5 - 18 FG , 2 - 3 3Pt , 3 - 4 FT ) to go with 4 rebounds . Tristan Thompson scored 12 points ( 6 - 7 FG , 0 - 0 3Pt , 0 - 0 FT ) to go with 6 rebounds . The Cavaliers ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 27 - 10 ) defeated the Atlanta Hawks ( 11 - 27 ) 144 - 112 . Khris Middleton scored 19 points ( 7 - 8 FG , 4 - 4 3Pt , 1 - 2 FT ) to go with 1 rebounds . Malcolm Brogdon scored 19 points ( 6 - 9 FG , 0 - 3 3Pt , 7 - 7 FT ) to go with 3 rebounds . DeAndre' Bembry scored 19 points ( 7 - 12 FG , 2 - 4 3Pt , 3 - 3 FT ) to go with 2 rebounds . Giannis Antetokounmpo scored 16 points ( 6 - 8 FG , 0 - 1 3Pt , 4 - 6 FT ) to go with 8 rebounds . Eric Bledsoe scored 14 points ( 7 - 13 FG , 0 - 2 3Pt , 0 - 0 FT ) to go with 8 rebounds . Dewayne Dedmon scored 14 points ( 5 - 11 FG , 4 - 9 3Pt , 0 - 0 FT ) to go with 1 rebounds . The Hawks ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 28 - 11 ) defeated the Utah Jazz ( 20 - 21 ) 114 - 102 . Giannis Antetokounmpo scored 30 points ( 13 - 30 FG , 0 - 4 3Pt , 4 - 6 FT ) to go with 10 rebounds . Donovan Mitchell scored 26 points ( 8 - 24 FG , 6 - 12 3Pt , 4 - 4 FT ) to go with 3 rebounds . Malcolm Brogdon scored 21 points ( 8 - 14 FG , 1 - 1 3Pt , 4 - 4 FT ) to go with 5 rebounds . Brook Lopez scored 15 points ( 5 - 6 FG , 3 - 4 3Pt , 2 - 2 FT ) to go with 8 rebounds . Thon Maker scored 15 points ( 6 - 8 FG , 2 - 3 3Pt , 1 - 1 FT ) to go with 5 rebounds . Rudy Gobert scored 14 points ( 4 - 8 FG , 0 - 0 3Pt , 6 - 10 FT ) to go with 15 rebounds . The Jazz ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 40 - 13 ) defeated the Washington Wizards ( 22 - 32 ) 148 - 129 . Giannis Antetokounmpo scored 43 points ( 17 - 21 FG , 3 - 3 3Pt , 6 - 11 FT ) to go with 6 rebounds . Bradley Beal scored 30 points ( 12 - 22 FG , 2 - 8 3Pt , 4 - 5 FT ) to go with 8 rebounds . Thomas Bryant scored 26 points ( 12 - 19 FG , 1 - 3 3Pt , 1 - 1 FT ) to go with 14 rebounds . Jeff Green scored 22 points ( 6 - 10 FG , 5 - 9 3Pt , 5 - 5 FT ) to go with 4 rebounds . Eric Bledsoe scored 22 points ( 8 - 16 FG , 4 - 5 3Pt , 2 - 2 FT ) to go with 6 rebounds . Malcolm Brogdon scored 18 points ( 7 - 14 FG , 3 - 4 3Pt , 1 - 2 FT ) to go with 2 rebounds . The Wizards ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 45 - 14 ) defeated the Minnesota Timberwolves ( 28 - 31 ) 140 - 128 . Khris Middleton scored 28 points ( 10 - 18 FG , 4 - 10 3Pt , 4 - 4 FT ) to go with 7 rebounds . Giannis Antetokounmpo scored 27 points ( 9 - 16 FG , 3 - 4 3Pt , 6 - 6 FT ) to go with 10 rebounds . Derrick Rose scored 23 points ( 10 - 15 FG , 0 - 2 3Pt , 3 - 3 FT ) to go with 2 rebounds . Taj Gibson scored 20 points ( 7 - 17 FG , 0 - 0 3Pt , 6 - 7 FT ) to go with 6 rebounds . Brook Lopez scored 19 points ( 7 - 13 FG , 3 - 8 3Pt , 2 - 2 FT ) to go with 7 rebounds . Andrew Wiggins scored 18 points ( 7 - 15 FG , 3 - 5 3Pt , 1 - 2 FT ) to go with 9 rebounds . The Timberwolves ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 49 - 16 ) defeated the Indiana Pacers ( 42 - 24 ) 117 - 98 . Giannis Antetokounmpo scored 29 points ( 10 - 17 FG , 1 - 4 3Pt , 8 - 8 FT ) to go with 12 rebounds . Khris Middleton scored 27 points ( 8 - 15 FG , 4 - 7 3Pt , 7 - 9 FT ) to go with 2 rebounds . Myles Turner scored 22 points ( 8 - 19 FG , 4 - 11 3Pt , 2 - 2 FT ) to go with 17 rebounds . Bojan Bogdanovic scored 17 points ( 6 - 15 FG , 3 - 5 3Pt , 2 - 4 FT ) to go with 5 rebounds . Brook Lopez scored 13 points ( 5 - 8 FG , 3 - 4 3Pt , 0 - 0 FT ) to go with 6 rebounds . Eric Bledsoe scored 12 points ( 6 - 10 FG , 0 - 1 3Pt , 0 - 0 FT ) to go with 5 rebounds . The Pacers ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 54 - 19 ) defeated the Miami Heat ( 35 - 37 ) 116 - 87 . Giannis Antetokounmpo scored 27 points ( 12 - 19 FG , 1 - 4 3Pt , 2 - 4 FT ) to go with 8 rebounds . Khris Middleton scored 18 points ( 8 - 13 FG , 2 - 5 3Pt , 0 - 0 FT ) to go with 8 rebounds . Hassan Whiteside scored 14 points ( 6 - 8 FG , 0 - 0 3Pt , 2 - 6 FT ) to go with 9 rebounds . Kelly Olynyk scored 13 points ( 3 - 8 FG , 3 - 8 3Pt , 4 - 4 FT ) to go with 3 rebounds . Ersan Ilyasova scored 13 points ( 4 - 6 FG , 3 - 3 3Pt , 2 - 3 FT ) to go with 5 rebounds . Bam Adebayo scored 12 points ( 5 - 10 FG , 0 - 0 3Pt , 2 - 4 FT ) to go with 7 rebounds . The Heat ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 56 - 19 ) defeated the Houston Rockets ( 47 - 28 ) 108 - 94 . James Harden scored 23 points ( 9 - 26 FG , 1 - 9 3Pt , 4 - 5 FT ) to go with 10 rebounds . Eric Bledsoe scored 23 points ( 9 - 19 FG , 4 - 7 3Pt , 1 - 2 FT ) to go with 3 rebounds . Chris Paul scored 19 points ( 7 - 18 FG , 4 - 9 3Pt , 1 - 1 FT ) to go with 9 rebounds . Giannis Antetokounmpo scored 19 points ( 7 - 15 FG , 0 - 2 3Pt , 5 - 7 FT ) to go with 14 rebounds . Clint Capela scored 17 points ( 8 - 11 FG , 0 - 0 3Pt , 1 - 1 FT ) to go with 11 rebounds . Danuel House scored 15 points ( 5 - 10 FG , 5 - 9 3Pt , 0 - 0 FT ) to go with 4 rebounds . The Rockets ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Milwaukee Bucks ( 57 - 19 ) defeated the Los_Angeles Clippers ( 45 - 31 ) 128 - 118 . Khris Middleton scored 39 points ( 16 - 25 FG , 4 - 7 3Pt , 3 - 3 FT ) to go with 9 rebounds . Giannis Antetokounmpo scored 34 points ( 10 - 18 FG , 2 - 6 3Pt , 12 - 14 FT ) to go with 9 rebounds . Shai Gilgeous-Alexander scored 21 points ( 8 - 15 FG , 1 - 2 3Pt , 4 - 5 FT ) to go with 6 rebounds . JaMychal Green scored 16 points ( 6 - 16 FG , 4 - 8 3Pt , 0 - 0 FT ) to go with 8 rebounds . Wilson Chandler scored 15 points ( 5 - 7 FG , 5 - 6 3Pt , 0 - 0 FT ) to go with 2 rebounds . Eric Bledsoe scored 15 points ( 5 - 11 FG , 3 - 5 3Pt , 2 - 2 FT ) to go with 7 rebounds . The Clippers ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Brooklyn Nets ( 40 - 40 ) defeated the Milwaukee Bucks ( 59 - 21 ) 133 - 128 . Eric Bledsoe scored 33 points ( 12 - 17 FG , 5 - 6 3Pt , 4 - 7 FT ) to go with 4 rebounds . D'Angelo Russell scored 25 points ( 10 - 15 FG , 3 - 4 3Pt , 2 - 3 FT ) to go with 2 rebounds . Khris Middleton scored 24 points ( 9 - 18 FG , 2 - 7 3Pt , 4 - 4 FT ) to go with 4 rebounds . Caris LeVert scored 24 points ( 9 - 12 FG , 4 - 5 3Pt , 2 - 4 FT ) to go with 2 rebounds . Jared Dudley scored 16 points ( 4 - 8 FG , 2 - 4 3Pt , 6 - 6 FT ) to go with 6 rebounds . George Hill scored 14 points ( 5 - 8 FG , 2 - 4 3Pt , 2 - 2 FT ) to go with 0 rebounds . The Nets ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Oklahoma_City Thunder ( 49 - 33 ) defeated the Milwaukee Bucks ( 60 - 22 ) 127 - 116 . Dennis Schroder scored 32 points ( 10 - 21 FG , 8 - 15 3Pt , 4 - 4 FT ) to go with 5 rebounds . Tim Frazier scored 29 points ( 10 - 23 FG , 4 - 6 3Pt , 5 - 7 FT ) to go with 6 rebounds . Jerami Grant scored 28 points ( 11 - 20 FG , 4 - 8 3Pt , 2 - 2 FT ) to go with 5 rebounds . Bonzie Colson scored 21 points ( 7 - 16 FG , 3 - 9 3Pt , 4 - 5 FT ) to go with 10 rebounds . Khris Middleton scored 21 points ( 9 - 14 FG , 3 - 7 3Pt , 0 - 0 FT ) to go with 1 rebounds . DJ Wilson scored 18 points ( 8 - 20 FG , 2 - 7 3Pt , 0 - 0 FT ) to go with 17 rebounds . The Thunder ' next game will be at home against the Dallas Mavericks , while the Bucks will travel to play the Bulls .
The Detroit Pistons ( 2 - 0 ) defeated the Chicago Bulls ( 0 - 2 ) 118 - 116 . Zach LaVine scored 33 points ( 12 - 21 FG , 2 - 6 3Pt , 7 - 9 FT ) to go with 3 rebounds . Blake Griffin scored 33 points ( 12 - 23 FG , 5 - 7 3Pt , 4 - 6 FT ) to go with 12 rebounds . Justin Holiday scored 19 points ( 6 - 8 FG , 2 - 3 3Pt , 5 - 5 FT ) to go with 6 rebounds . Reggie Jackson scored 18 points ( 4 - 9 FG , 4 - 7 3Pt , 6 - 6 FT ) to go with 1 rebounds . Cameron Payne scored 17 points ( 6 - 12 FG , 0 - 3 3Pt , 5 - 5 FT ) to go with 3 rebounds . Reggie Bullock scored 16 points ( 5 - 13 FG , 1 - 4 3Pt , 5 - 5 FT ) to go with 1 rebounds . The Pistons ' next game will be at home against the Dallas Mavericks , while the Bulls will travel to play the Bulls .
The Chicago Bulls ( 1 - 3 ) defeated the Charlotte Hornets ( 2 - 3 ) 112 - 110 . Zach LaVine scored 32 points ( 10 - 22 FG , 1 - 5 3Pt , 11 - 12 FT ) to go with 4 rebounds . Kemba Walker scored 23 points ( 5 - 14 FG , 3 - 9 3Pt , 10 - 11 FT ) to go with 3 rebounds . Cameron Payne scored 21 points ( 7 - 13 FG , 7 - 11 3Pt , 0 - 0 FT ) to go with 5 rebounds . Cody Zeller scored 14 points ( 5 - 8 FG , 0 - 0 3Pt , 4 - 4 FT ) to go with 6 rebounds . Nicolas Batum scored 13 points ( 6 - 15 FG , 1 - 6 3Pt , 0 - 1 FT ) to go with 3 rebounds . Jeremy Lamb scored 12 points ( 5 - 9 FG , 2 - 3 3Pt , 0 - 0 FT ) to go with 3 rebounds . The Hornets ' next game will be at home against the Dallas Mavericks , while the Bulls will travel to play the Bulls .
The Indiana Pacers ( 6 - 3 ) defeated the Chicago Bulls ( 2 - 7 ) 107 - 105 . Victor Oladipo scored 25 points ( 9 - 19 FG , 1 - 6 3Pt , 6 - 6 FT ) to go with 14 rebounds . Antonio Blakeney scored 22 points ( 9 - 13 FG , 3 - 5 3Pt , 1 - 1 FT ) to go with 3 rebounds . Zach LaVine scored 20 points ( 7 - 21 FG , 2 - 7 3Pt , 4 - 4 FT ) to go with 6 rebounds . Justin Holiday scored 19 points ( 7 - 14 FG , 5 - 11 3Pt , 0 - 0 FT ) to go with 1 rebounds . Myles Turner scored 18 points ( 7 - 10 FG , 0 - 3 3Pt , 4 - 4 FT ) to go with 3 rebounds . Darren Collison scored 14 points ( 6 - 15 FG , 1 - 6 3Pt , 1 - 1 FT ) to go with 4 rebounds . The Pacers ' next game will be at home against the Dallas Mavericks , while the Bulls will travel to play the Bulls .
The Chicago Bulls ( 4 - 9 ) defeated the Cleveland Cavaliers ( 1 - 11 ) 99 - 98 . Zach LaVine scored 24 points ( 9 - 22 FG , 1 - 4 3Pt , 5 - 5 FT ) to go with 8 rebounds . Tristan Thompson scored 22 points ( 10 - 14 FG , 0 - 0 3Pt , 2 - 4 FT ) to go with 12 rebounds . Collin Sexton scored 20 points ( 8 - 16 FG , 2 - 3 3Pt , 2 - 2 FT ) to go with 4 rebounds . Rodney Hood scored 20 points ( 7 - 15 FG , 2 - 4 3Pt , 4 - 4 FT ) to go with 2 rebounds . Jordan Clarkson scored 15 points ( 6 - 16 FG , 2 - 4 3Pt , 1 - 2 FT ) to go with 5 rebounds . Ryan Arcidiacono scored 15 points ( 6 - 8 FG , 3 - 4 3Pt , 0 - 1 FT ) to go with 4 rebounds . The Cavaliers ' next game will be at home against the Dallas Mavericks , while the Bulls will travel to play the Bulls .
