sentences,sim_features
"Four 76ers ’ starters finished in double - figures , with Michael Carter-Williams ’ 16 points and 14 rebounds setting the pace . ","{""STARTER"": 0, ""PTS"": 16, ""FGM"": 6, ""FGA"": 19, ""FG_PCT"": 32, ""FG3M"": 1, ""FG3A"": 4, ""FG3_PCT"": 25, ""FTM"": 3, ""FTA"": 5, ""FT_PCT"": 60, ""OREB"": 0, ""DREB"": 7, ""REB"": 7, ""AST"": 14, ""TO"": 0, ""STL"": 3, ""BLK"": 1, ""PF"": 4, ""MIN"": 42, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"It was Carmelo Anthony 4 double - double of the season , while Carmelo Anthony 's averaged 25 points and 8 rebounds per game over Carmelo Anthony 15 3 matchups . ","{""STARTER"": 0, ""PTS"": 27, ""FGM"": 8, ""FGA"": 24, ""FG_PCT"": 33, ""FG3M"": 2, ""FG3A"": 7, ""FG3_PCT"": 29, ""FTM"": 9, ""FTA"": 10, ""FT_PCT"": 90, ""OREB"": 5, ""DREB"": 6, ""REB"": 11, ""AST"": 4, ""TO"": 0, ""STL"": 3, ""BLK"": 0, ""PF"": 2, ""MIN"": 40, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"Carmelo Anthony went 5 - for - 10 from the field and 3 - for - 6 from the 3 - point line to score 15 points , while adding 7 assists as well . ","{""STARTER"": 0, ""PTS"": 27, ""FGM"": 8, ""FGA"": 24, ""FG_PCT"": 33, ""FG3M"": 2, ""FG3A"": 7, ""FG3_PCT"": 29, ""FTM"": 9, ""FTA"": 10, ""FT_PCT"": 90, ""OREB"": 5, ""DREB"": 6, ""REB"": 11, ""AST"": 4, ""TO"": 0, ""STL"": 3, ""BLK"": 0, ""PF"": 2, ""MIN"": 40, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"Covington on the other had finished with 17 points ( 5 - 11 FG , 3 - 8 3Pt , 4 - 4 FT ) and 4 assists . ","{""STARTER"": 0, ""PTS"": 17, ""FGM"": 5, ""FGA"": 11, ""FG_PCT"": 45, ""FG3M"": 3, ""FG3A"": 8, ""FG3_PCT"": 38, ""FTM"": 4, ""FTA"": 4, ""FT_PCT"": 100, ""OREB"": 0, ""DREB"": 3, ""REB"": 3, ""AST"": 4, ""TO"": 0, ""STL"": 1, ""BLK"": 2, ""PF"": 4, ""MIN"": 39, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Henry Sims was able to notch a double - double , contributing 11 points ( 4 - 12 FG , 3 - 4 FT ) and 12 rebounds . ","{""STARTER"": 0, ""PTS"": 11, ""FGM"": 4, ""FGA"": 12, ""FG_PCT"": 33, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 3, ""FTA"": 4, ""FT_PCT"": 75, ""OREB"": 5, ""DREB"": 7, ""REB"": 12, ""AST"": 2, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 2, ""MIN"": 32, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"It was only Henry Sims 3 double - double of the season , but 2 in Henry Sims 15 3 games . ","{""STARTER"": 0, ""PTS"": 11, ""FGM"": 4, ""FGA"": 12, ""FG_PCT"": 33, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 3, ""FTA"": 4, ""FT_PCT"": 75, ""OREB"": 5, ""DREB"": 7, ""REB"": 12, ""AST"": 2, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 2, ""MIN"": 32, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
Tim Frazier moved into the starting lineup and dished out 8 assists in 37 minutes of play . ,"{""STARTER"": 0, ""PTS"": 0, ""FGM"": 0, ""FGA"": 7, ""FG_PCT"": 0, ""FG3M"": 0, ""FG3A"": 2, ""FG3_PCT"": 0, ""FTM"": 0, ""FTA"": 0, ""FT_PCT"": 0, ""OREB"": 0, ""DREB"": 3, ""REB"": 3, ""AST"": 8, ""TO"": 0, ""STL"": 1, ""BLK"": 0, ""PF"": 2, ""MIN"": 37, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
Miles scored 17 points on 6 - of - 12 shooting . ,"{""STARTER"": 0, ""PTS"": 17, ""FGM"": 6, ""FGA"": 12, ""FG_PCT"": 50, ""FG3M"": 2, ""FG3A"": 7, ""FG3_PCT"": 29, ""FTM"": 3, ""FTA"": 3, ""FT_PCT"": 100, ""OREB"": 0, ""DREB"": 3, ""REB"": 3, ""AST"": 1, ""TO"": 0, ""STL"": 2, ""BLK"": 0, ""PF"": 2, ""MIN"": 25, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"In Michael Carter-Williams 1 game in more than 2 years , Jason Richardson scored 7 points in 18 minutes . ","{""STARTER"": 0, ""PTS"": 7, ""FGM"": 3, ""FGA"": 7, ""FG_PCT"": 43, ""FG3M"": 1, ""FG3A"": 2, ""FG3_PCT"": 50, ""FTM"": 0, ""FTA"": 0, ""FT_PCT"": 0, ""OREB"": 0, ""DREB"": 7, ""REB"": 7, ""AST"": 2, ""TO"": 0, ""STL"": 2, ""BLK"": 1, ""PF"": 0, ""MIN"": 18, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"With Kyle Lowry sitting out on a day of rest , Greivis Vasquez started at the point , finishing with 12 points ( 5 - 8 FG , 2 - 4 3Pt ) and 5 assists . ","{""STARTER"": 0, ""PTS"": 12, ""FGM"": 5, ""FGA"": 8, ""FG_PCT"": 62, ""FG3M"": 2, ""FG3A"": 4, ""FG3_PCT"": 50, ""FTM"": 0, ""FTA"": 0, ""FT_PCT"": 0, ""OREB"": 0, ""DREB"": 1, ""REB"": 1, ""AST"": 5, ""TO"": 0, ""STL"": 1, ""BLK"": 0, ""PF"": 1, ""MIN"": 28, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"He went off for 21 points ( 6 - 15 FG , 2 - 9 3Pt , 7 - 7 FT ) and 5 assists in 30 minutes , while Patrick Patterson added 15 points ( 6 - 10 FG , 2 - 4 3Pt , 1 - 1 FT ) and 4 rebounds in 29 minutes . ","{""STARTER"": 0, ""PTS"": 15, ""FGM"": 6, ""FGA"": 10, ""FG_PCT"": 60, ""FG3M"": 2, ""FG3A"": 4, ""FG3_PCT"": 50, ""FTM"": 1, ""FTA"": 1, ""FT_PCT"": 100, ""OREB"": 2, ""DREB"": 2, ""REB"": 4, ""AST"": 3, ""TO"": 0, ""STL"": 0, ""BLK"": 1, ""PF"": 2, ""MIN"": 30, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Coming off the bench , Ish Smith finished with 19 points ( 8 - 13 FG , 1 - 2 3Pt , 2 - 3 FT ) , 5 rebounds and 9 assists . ","{""STARTER"": 0, ""PTS"": 19, ""FGM"": 8, ""FGA"": 13, ""FG_PCT"": 62, ""FG3M"": 1, ""FG3A"": 2, ""FG3_PCT"": 50, ""FTM"": 2, ""FTA"": 3, ""FT_PCT"": 67, ""OREB"": 0, ""DREB"": 5, ""REB"": 5, ""AST"": 9, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 1, ""MIN"": 27, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
It marked just Thomas Robinson 3 time in double figures this season . ,"{""STARTER"": 0, ""PTS"": 13, ""FGM"": 6, ""FGA"": 8, ""FG_PCT"": 75, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 1, ""FTA"": 2, ""FT_PCT"": 50, ""OREB"": 2, ""DREB"": 3, ""REB"": 5, ""AST"": 1, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 1, ""MIN"": 15, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Starting at point guard , Isaiah Canaan added 14 points ( 5 - 12 FG , 4 - 8 3Pt ) and 3 assists in 25 minutes as well . ","{""STARTER"": 0, ""PTS"": 14, ""FGM"": 5, ""FGA"": 12, ""FG_PCT"": 42, ""FG3M"": 4, ""FG3A"": 8, ""FG3_PCT"": 50, ""FTM"": 0, ""FTA"": 0, ""FT_PCT"": 0, ""OREB"": 0, ""DREB"": 1, ""REB"": 1, ""AST"": 3, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 2, ""MIN"": 25, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Trey Burke was the only other member of Utah to score in double figures , putting up 10 points on 3 - of - 12 shooting in 30 minutes off the bench . ","{""STARTER"": 0, ""PTS"": 10, ""FGM"": 3, ""FGA"": 12, ""FG_PCT"": 25, ""FG3M"": 1, ""FG3A"": 2, ""FG3_PCT"": 50, ""FTM"": 3, ""FTA"": 4, ""FT_PCT"": 75, ""OREB"": 0, ""DREB"": 3, ""REB"": 3, ""AST"": 1, ""TO"": 0, ""STL"": 1, ""BLK"": 2, ""PF"": 1, ""MIN"": 30, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Nerlens Noel had a double - double , putting up 10 points on 5 - of - 12 shooting and 11 rebounds in 37 minutes . ","{""STARTER"": 0, ""PTS"": 10, ""FGM"": 5, ""FGA"": 12, ""FG_PCT"": 42, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 0, ""FTA"": 0, ""FT_PCT"": 0, ""OREB"": 5, ""DREB"": 6, ""REB"": 11, ""AST"": 1, ""TO"": 0, ""STL"": 6, ""BLK"": 0, ""PF"": 5, ""MIN"": 37, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
Nerlens Noel also had 6 steals . ,"{""STARTER"": 0, ""PTS"": 10, ""FGM"": 5, ""FGA"": 12, ""FG_PCT"": 42, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 0, ""FTA"": 0, ""FT_PCT"": 0, ""OREB"": 5, ""DREB"": 6, ""REB"": 11, ""AST"": 1, ""TO"": 0, ""STL"": 6, ""BLK"": 0, ""PF"": 5, ""MIN"": 37, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Thomas Robinson also recorded a double - double , recording 11 points and a team - high 12 rebounds in just 15 minutes of play . ","{""STARTER"": 0, ""PTS"": 11, ""FGM"": 5, ""FGA"": 8, ""FG_PCT"": 62, ""FG3M"": 0, ""FG3A"": 1, ""FG3_PCT"": 0, ""FTM"": 1, ""FTA"": 2, ""FT_PCT"": 50, ""OREB"": 4, ""DREB"": 8, ""REB"": 12, ""AST"": 0, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 1, ""MIN"": 15, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Robert Covington led the way , scoring 24 points ( 8 - 17 FG , 6 - 12 3Pt , 2 - 3 FT ) , to go along with 2 assists and 3 steals . ","{""STARTER"": 0, ""PTS"": 24, ""FGM"": 8, ""FGA"": 17, ""FG_PCT"": 47, ""FG3M"": 6, ""FG3A"": 12, ""FG3_PCT"": 50, ""FTM"": 2, ""FTA"": 3, ""FT_PCT"": 67, ""OREB"": 0, ""DREB"": 2, ""REB"": 2, ""AST"": 2, ""TO"": 0, ""STL"": 3, ""BLK"": 1, ""PF"": 2, ""MIN"": 29, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"It was the most points Robert Covington 's scored since the beginning of February , as Robert Covington matched a season - high in hitting 6 3 - point shots. ","{""STARTER"": 0, ""PTS"": 24, ""FGM"": 8, ""FGA"": 17, ""FG_PCT"": 47, ""FG3M"": 6, ""FG3A"": 12, ""FG3_PCT"": 50, ""FTM"": 2, ""FTA"": 3, ""FT_PCT"": 67, ""OREB"": 0, ""DREB"": 2, ""REB"": 2, ""AST"": 2, ""TO"": 0, ""STL"": 3, ""BLK"": 1, ""PF"": 2, ""MIN"": 29, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"rookie Jerami Grant went 5 - for - 7 from the field to score 13 points , while also adding 2 steals and 4 blocked shots in 29 minutes . ","{""STARTER"": 0, ""PTS"": 13, ""FGM"": 5, ""FGA"": 7, ""FG_PCT"": 71, ""FG3M"": 0, ""FG3A"": 2, ""FG3_PCT"": 0, ""FTM"": 3, ""FTA"": 6, ""FT_PCT"": 50, ""OREB"": 0, ""DREB"": 2, ""REB"": 2, ""AST"": 1, ""TO"": 0, ""STL"": 2, ""BLK"": 4, ""PF"": 4, ""MIN"": 29, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Ish Smith added 10 points ( 3 - 11 FG , 0 - 2 3Pt , 4 - 6 FT ) , 5 rebounds and 9 assists off the bench as well . ","{""STARTER"": 0, ""PTS"": 10, ""FGM"": 3, ""FGA"": 11, ""FG_PCT"": 27, ""FG3M"": 0, ""FG3A"": 2, ""FG3_PCT"": 0, ""FTM"": 4, ""FTA"": 6, ""FT_PCT"": 67, ""OREB"": 0, ""DREB"": 5, ""REB"": 5, ""AST"": 9, ""TO"": 0, ""STL"": 1, ""BLK"": 0, ""PF"": 2, ""MIN"": 25, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Despite taking the loss , DeMarcus Cousins had DeMarcus Cousins a monster game . ","{""STARTER"": 0, ""PTS"": 39, ""FGM"": 12, ""FGA"": 24, ""FG_PCT"": 50, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 15, ""FTA"": 20, ""FT_PCT"": 75, ""OREB"": 9, ""DREB"": 15, ""REB"": 24, ""AST"": 1, ""TO"": 0, ""STL"": 2, ""BLK"": 1, ""PF"": 2, ""MIN"": 40, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"DeMarcus Cousins went 12 - for - 24 from the field and 15 - for - 20 from the free throw line to score a game - high of 39 points , while also grabbing 24 rebounds in the process . ","{""STARTER"": 0, ""PTS"": 39, ""FGM"": 12, ""FGA"": 24, ""FG_PCT"": 50, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 15, ""FTA"": 20, ""FT_PCT"": 75, ""OREB"": 9, ""DREB"": 15, ""REB"": 24, ""AST"": 1, ""TO"": 0, ""STL"": 2, ""BLK"": 1, ""PF"": 2, ""MIN"": 40, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"In 40 minutes on the court , Rudy Gay finished with 24 points ( 7 - 17 FG , 1 - 5 3Pt , 9 - 10 FT ) and 4 rebounds . ","{""STARTER"": 0, ""PTS"": 24, ""FGM"": 7, ""FGA"": 17, ""FG_PCT"": 41, ""FG3M"": 1, ""FG3A"": 5, ""FG3_PCT"": 20, ""FTM"": 9, ""FTA"": 10, ""FT_PCT"": 90, ""OREB"": 1, ""DREB"": 3, ""REB"": 4, ""AST"": 3, ""TO"": 0, ""STL"": 1, ""BLK"": 1, ""PF"": 0, ""MIN"": 40, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Like DeMarcus Cousins , DeMarcus Cousins 's played extremely well over DeMarcus Cousins 15 5 games , averaging 28 points during that span , while shooting over 40 percent in each of those matchups as well. ","{""STARTER"": 0, ""PTS"": 39, ""FGM"": 12, ""FGA"": 24, ""FG_PCT"": 50, ""FG3M"": 0, ""FG3A"": 0, ""FG3_PCT"": 0, ""FTM"": 15, ""FTA"": 20, ""FT_PCT"": 75, ""OREB"": 9, ""DREB"": 15, ""REB"": 24, ""AST"": 1, ""TO"": 0, ""STL"": 2, ""BLK"": 1, ""PF"": 2, ""MIN"": 40, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"The only other Kings in double figures was Derrick Williams , who came off the bench for 15 points ( 5 - 9 FG , 2 - 5 3Pt , 3 - 4 FT ) and 3 rebounds in 31 minutes . ","{""STARTER"": 0, ""PTS"": 15, ""FGM"": 5, ""FGA"": 9, ""FG_PCT"": 56, ""FG3M"": 2, ""FG3A"": 5, ""FG3_PCT"": 40, ""FTM"": 3, ""FTA"": 4, ""FT_PCT"": 75, ""OREB"": 2, ""DREB"": 1, ""REB"": 3, ""AST"": 0, ""TO"": 0, ""STL"": 1, ""BLK"": 0, ""PF"": 0, ""MIN"": 31, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Thaddeus Young scored Thaddeus Young most points as a Nets , recording 21 on 15 shots and hit a 3 - pointer for the 11 straight game , a career - high . ","{""STARTER"": 0, ""PTS"": 21, ""FGM"": 9, ""FGA"": 15, ""FG_PCT"": 60, ""FG3M"": 1, ""FG3A"": 2, ""FG3_PCT"": 50, ""FTM"": 2, ""FTA"": 4, ""FT_PCT"": 50, ""OREB"": 0, ""DREB"": 9, ""REB"": 9, ""AST"": 0, ""TO"": 0, ""STL"": 2, ""BLK"": 1, ""PF"": 2, ""MIN"": 35, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"Ish Smith thrived in the role , recording 15 points on 6 - of - 12 shooting , 8 assists and 3 steals in 26 minutes . ","{""STARTER"": 0, ""PTS"": 15, ""FGM"": 6, ""FGA"": 12, ""FG_PCT"": 50, ""FG3M"": 0, ""FG3A"": 1, ""FG3_PCT"": 0, ""FTM"": 3, ""FTA"": 4, ""FT_PCT"": 75, ""OREB"": 0, ""DREB"": 1, ""REB"": 1, ""AST"": 8, ""TO"": 0, ""STL"": 3, ""BLK"": 1, ""PF"": 2, ""MIN"": 26, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 1}"
"Isaiah Canaan struggled coming off the bench , putting up just 9 points on 2 - of - 10 shooting and 4 assists in 22 minutes . ","{""STARTER"": 0, ""PTS"": 9, ""FGM"": 2, ""FGA"": 10, ""FG_PCT"": 20, ""FG3M"": 2, ""FG3A"": 6, ""FG3_PCT"": 33, ""FTM"": 3, ""FTA"": 4, ""FT_PCT"": 75, ""OREB"": 0, ""DREB"": 3, ""REB"": 3, ""AST"": 4, ""TO"": 0, ""STL"": 1, ""BLK"": 0, ""PF"": 3, ""MIN"": 22, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Jason Richardson shot Jason Richardson way out of a slump , scoring 15 points on 4 - of - 7 shooting in 25 minutes , as it was just the 1 time in 5 games that Jason Richardson scored in double figures . ","{""STARTER"": 0, ""PTS"": 14, ""FGM"": 4, ""FGA"": 7, ""FG_PCT"": 57, ""FG3M"": 3, ""FG3A"": 5, ""FG3_PCT"": 60, ""FTM"": 3, ""FTA"": 4, ""FT_PCT"": 75, ""OREB"": 1, ""DREB"": 4, ""REB"": 5, ""AST"": 2, ""TO"": 0, ""STL"": 1, ""BLK"": 0, ""PF"": 2, ""MIN"": 25, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Conversely , Robert Covington struggled , as Robert Covington shot just 1 - of - 6 from the field on Robert Covington way to 3 points in 22 minutes off the bench . ","{""STARTER"": 0, ""PTS"": 3, ""FGM"": 1, ""FGA"": 6, ""FG_PCT"": 17, ""FG3M"": 1, ""FG3A"": 5, ""FG3_PCT"": 20, ""FTM"": 0, ""FTA"": 0, ""FT_PCT"": 0, ""OREB"": 0, ""DREB"": 2, ""REB"": 2, ""AST"": 3, ""TO"": 0, ""STL"": 1, ""BLK"": 0, ""PF"": 2, ""MIN"": 22, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Ramon Sessions was great in replacing Wall in the starting lineup , posting 19 points ( 5 - 7 FG , 2 - 2 3Pt , 7 - 9 FT ) , 7 assists and 4 rebounds in 29 minutes . ","{""STARTER"": 0, ""PTS"": 19, ""FGM"": 5, ""FGA"": 7, ""FG_PCT"": 71, ""FG3M"": 2, ""FG3A"": 2, ""FG3_PCT"": 100, ""FTM"": 7, ""FTA"": 9, ""FT_PCT"": 78, ""OREB"": 1, ""DREB"": 3, ""REB"": 4, ""AST"": 7, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 0, ""MIN"": 29, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
"Jason Richardson also had an efficient performance , scoring 17 points ( 6 - 7 FG , 4 - 5 3Pt ) in 21 minutes off the bench . ","{""STARTER"": 0, ""PTS"": 17, ""FGM"": 6, ""FGA"": 7, ""FG_PCT"": 86, ""FG3M"": 4, ""FG3A"": 5, ""FG3_PCT"": 80, ""FTM"": 1, ""FTA"": 1, ""FT_PCT"": 100, ""OREB"": 0, ""DREB"": 1, ""REB"": 1, ""AST"": 1, ""TO"": 0, ""STL"": 0, ""BLK"": 0, ""PF"": 1, ""MIN"": 21, ""IS_HOME"": 0, ""DOUBLE_DOUBLE"": 0, ""IS_LEADER"": 0}"
